trip_id,driver_id,passenger_count,city,pickup_location,dropoff_location,distance_km,duration_minutes,fare,tip,total_amount,payment_method,vehicle_type,driver_rating,status,timestamp
c004beb4,DRV-5412,2,Los Angeles,Hollywood,Downtown,33.39,111,91.56,0.0,91.56,Debit Card,Comfort,4.76,Cancelled,2025-11-17 17:04:25.629610
faa9f53d,DRV-1769,3,New York,JFK Airport,LaGuardia Airport,7.81,24,18.38,6.98,25.36,Credit Card,Economy,4.58,Completed,2025-11-17 17:04:24.450266
0bae51d9,DRV-8341,4,Chicago,Lincoln Park,Loop,6.42,20,16.12,8.57,24.69,Corporate Account,Electric,4.71,Completed,2025-11-17 17:04:23.044948
e34d04b8,DRV-6404,1,Los Angeles,Santa Monica,LAX Airport,20.05,86,53.23,8.1,61.33,Credit Card,Comfort,4.9,Completed,2025-11-17 17:04:21.340283
9493a533,DRV-7998,2,Los Angeles,Santa Monica,Venice Beach,18.04,66,34.48,8.43,42.91,Credit Card,Comfort,4.71,In Progress,2025-11-17 17:04:20.254282
0ef3f2a5,DRV-5784,4,San Francisco,Financial District,SFO Airport,18.61,73,40.28,9.17,49.45,Credit Card,Electric,4.61,In Progress,2025-11-17 17:04:18.649785
18f9e817,DRV-2402,1,Miami,Brickell,Coral Gables,10.29,40,70.88,3.69,74.57,Corporate Account,Comfort,4.62,Completed,2025-11-17 17:04:17.250502
ef943917,DRV-2798,1,Los Angeles,Beverly Hills,Venice Beach,9.26,39,31.43,9.4,40.83,Credit Card,Economy,4.94,Completed,2025-11-17 17:04:15.894964
652af53b,DRV-8067,4,Miami,Downtown,Coral Gables,22.52,70,65.06,0.0,65.06,Digital Wallet,Comfort,4.67,Cancelled,2025-11-17 17:04:14.998667
0ee19280,DRV-5717,4,Miami,MIA Airport,Downtown,9.97,32,34.13,4.24,38.37,Cash,Electric,4.69,Completed,2025-11-17 17:04:14.126608
cd4e31ea,DRV-5215,2,Miami,South Beach,MIA Airport,7.86,22,49.75,5.12,54.87,Digital Wallet,Premium,4.68,Completed,2025-11-17 17:04:13.441016
14ce8da0,DRV-7604,4,San Francisco,Fisherman's Wharf,Marina,26.89,100,53.83,0.0,53.83,Cash,Electric,4.75,Completed,2025-11-17 17:04:12.299679
1e3d492e,DRV-8252,2,Miami,South Beach,Wynwood,5.58,15,16.76,0.0,16.76,Corporate Account,SUV,4.54,Cancelled,2025-11-17 17:04:11.342241
c58b5302,DRV-8042,3,Chicago,River North,Lincoln Park,20.08,60,50.94,0.0,50.94,Cash,Premium,4.74,Cancelled,2025-11-17 17:04:10.254878
1fe45513,DRV-9263,2,Los Angeles,Hollywood,Santa Monica,6.33,19,16.32,2.15,18.47,Debit Card,Comfort,4.76,In Progress,2025-11-17 17:04:08.598156
7114d256,DRV-7478,4,New York,JFK Airport,LaGuardia Airport,8.41,25,22.79,2.9,25.69,Cash,SUV,4.92,In Progress,2025-11-17 17:04:07.057782
46d194b8,DRV-8464,2,Miami,Brickell,Downtown,34.23,102,72.37,7.03,79.4,Cash,Comfort,4.52,Cancelled,2025-11-17 17:04:05.148553
e844e40a,DRV-6853,2,San Francisco,Downtown,SFO Airport,24.6,106,60.92,6.28,67.2,Debit Card,Electric,4.94,In Progress,2025-11-17 17:04:04.339653
3e30de7a,DRV-9358,4,New York,LaGuardia Airport,JFK Airport,16.67,53,46.76,6.32,53.08,Corporate Account,Premium,4.73,In Progress,2025-11-17 17:04:03.412938
a4d6fbf5,DRV-4990,3,San Francisco,Financial District,Downtown,22.86,87,60.04,6.03,66.07,Corporate Account,Electric,4.95,Cancelled,2025-11-17 17:04:02.716159
d43aa1e5,DRV-7442,2,New York,Queens,Bronx,21.13,62,62.61,8.24,70.85,Digital Wallet,Electric,4.56,In Progress,2025-11-17 17:04:00.839194
adf0ffb6,DRV-1605,2,San Francisco,Marina,SFO Airport,28.12,90,83.89,4.42,88.31,Corporate Account,Premium,4.71,Cancelled,2025-11-17 17:03:59.733824
53d3abc0,DRV-8945,1,Miami,Downtown,Coral Gables,11.51,31,38.17,4.9,43.07,Corporate Account,Premium,4.79,Cancelled,2025-11-17 17:03:58.118899
d250bc13,DRV-7035,4,Los Angeles,Santa Monica,Downtown,28.91,109,71.08,0.0,71.08,Digital Wallet,Comfort,4.6,Completed,2025-11-17 17:03:56.306463
a27de479,DRV-7990,4,Miami,Brickell,South Beach,13.71,55,36.33,0.0,36.33,Digital Wallet,Comfort,4.86,In Progress,2025-11-17 17:03:55.378857
5cae4d69,DRV-5655,1,Miami,MIA Airport,Wynwood,14.05,61,39.96,6.33,46.29,Credit Card,Economy,4.57,Completed,2025-11-17 17:03:54.270945
908deb36,DRV-8068,3,Los Angeles,Hollywood,Venice Beach,23.91,93,62.29,0.0,62.29,Corporate Account,Premium,4.7,Completed,2025-11-17 17:03:52.540016
8e697766,DRV-2973,2,Los Angeles,Hollywood,Santa Monica,27.0,92,62.75,6.22,68.97,Corporate Account,Premium,4.53,In Progress,2025-11-17 17:03:51.722063
50d7552e,DRV-2888,4,Miami,Downtown,Wynwood,33.39,102,113.6,2.29,115.89,Credit Card,Premium,4.78,In Progress,2025-11-17 17:03:49.967901
e33a5a30,DRV-7795,3,New York,LaGuardia Airport,Manhattan,14.0,55,32.83,0.0,32.83,Digital Wallet,Electric,4.52,In Progress,2025-11-17 17:03:49.033746
dfac7189,DRV-6325,3,Los Angeles,Venice Beach,LAX Airport,26.48,104,82.9,0.0,82.9,Digital Wallet,Premium,4.71,Cancelled,2025-11-17 17:03:47.645705
85a257b7,DRV-3054,3,Miami,South Beach,Downtown,19.78,63,35.94,3.54,39.48,Corporate Account,Premium,4.61,Completed,2025-11-17 17:03:46.441732
3e761818,DRV-5378,2,Miami,Wynwood,MIA Airport,22.86,67,51.49,2.71,54.2,Credit Card,Premium,4.86,In Progress,2025-11-17 17:03:45.571480
8b1896b8,DRV-2550,3,Miami,Wynwood,Brickell,10.22,38,25.53,9.75,35.28,Debit Card,Comfort,4.85,In Progress,2025-11-17 17:03:44.161762
d6fcdb44,DRV-2559,4,Chicago,Lincoln Park,Navy Pier,14.85,54,42.44,0.0,42.44,Corporate Account,Economy,4.94,Completed,2025-11-17 17:03:42.767732
ec3e82e2,DRV-7981,4,Miami,Wynwood,Downtown,28.64,94,87.16,7.72,94.88,Credit Card,Comfort,4.79,Cancelled,2025-11-17 17:03:41.204765
c3ab0886,DRV-7519,2,Los Angeles,Venice Beach,Hollywood,22.53,99,68.34,6.79,75.13,Cash,Electric,4.78,In Progress,2025-11-17 17:03:39.918133
056a2898,DRV-6006,2,Miami,Brickell,MIA Airport,2.59,7,9.06,3.44,12.5,Digital Wallet,Economy,4.88,In Progress,2025-11-17 17:03:38.466510
5559c09f,DRV-9138,2,Los Angeles,Beverly Hills,Hollywood,9.66,30,20.3,0.0,20.3,Cash,Electric,4.93,Completed,2025-11-17 17:03:37.271261
d55b6c13,DRV-2444,4,San Francisco,Mission District,Financial District,16.56,48,38.87,7.65,46.52,Corporate Account,Electric,4.88,In Progress,2025-11-17 17:03:36.086698
a3180ab0,DRV-8286,2,Los Angeles,LAX Airport,Downtown,2.82,9,13.08,0.0,13.08,Credit Card,Economy,4.86,Completed,2025-11-17 17:03:35.424582
347d3e0e,DRV-2564,3,San Francisco,Downtown,SFO Airport,13.9,50,37.79,9.22,47.01,Corporate Account,Economy,4.75,Completed,2025-11-17 17:03:34.284104
76ed4fa1,DRV-4176,1,Chicago,Loop,Navy Pier,33.23,133,71.27,6.19,77.46,Credit Card,SUV,4.92,Cancelled,2025-11-17 17:03:32.597680
c1095814,DRV-7428,4,Chicago,River North,Wicker Park,3.4,9,13.87,3.94,17.81,Digital Wallet,Electric,4.54,Cancelled,2025-11-17 17:03:31.018389
d0149553,DRV-2471,1,New York,Queens,JFK Airport,33.08,133,97.07,3.29,100.36,Digital Wallet,Comfort,4.8,In Progress,2025-11-17 17:03:30.330332
85818e91,DRV-5161,1,Los Angeles,LAX Airport,Downtown,12.99,45,25.36,7.08,32.44,Cash,Economy,4.6,Cancelled,2025-11-17 17:03:28.498614
2be9c331,DRV-9913,2,Los Angeles,Hollywood,Santa Monica,30.06,98,60.61,0.0,60.61,Debit Card,SUV,4.61,In Progress,2025-11-17 17:03:26.808604
3d390f3f,DRV-8744,1,New York,Brooklyn,LaGuardia Airport,12.37,48,36.3,8.79,45.09,Corporate Account,Premium,4.54,Completed,2025-11-17 17:03:25.075090
a80520bc,DRV-1544,1,Chicago,O'Hare Airport,Lincoln Park,32.66,96,61.58,0.0,61.58,Digital Wallet,SUV,4.63,Cancelled,2025-11-17 17:03:24.518648
b84ad92f,DRV-3162,4,New York,Brooklyn,Queens,16.92,75,31.16,9.62,40.78,Corporate Account,Electric,4.69,In Progress,2025-11-17 17:03:23.624595
af505dfb,DRV-8567,4,Los Angeles,Downtown,LAX Airport,7.23,19,18.89,9.19,28.08,Corporate Account,Electric,4.51,In Progress,2025-11-17 17:03:21.695656
5bedaf8d,DRV-3134,2,Chicago,Navy Pier,River North,4.03,10,14.32,0.0,14.32,Cash,Economy,4.81,Completed,2025-11-17 17:03:21.066168
853d7fe9,DRV-1915,3,Chicago,Lincoln Park,Navy Pier,6.86,18,30.37,5.75,36.12,Cash,Premium,4.79,Completed,2025-11-17 17:03:20.084969
2cf5cbf2,DRV-3698,2,San Francisco,Downtown,Mission District,8.12,31,48.41,0.0,48.41,Corporate Account,Comfort,4.73,Completed,2025-11-17 17:03:18.852925
3f29559e,DRV-3256,4,New York,JFK Airport,Staten Island,5.36,16,19.05,6.27,25.32,Corporate Account,SUV,4.63,Completed,2025-11-17 17:03:17.133368
e050eb50,DRV-3984,4,Los Angeles,LAX Airport,Santa Monica,25.47,87,67.36,7.51,74.87,Debit Card,Premium,4.81,In Progress,2025-11-17 17:03:15.571148
3bbe8da2,DRV-7211,3,New York,Staten Island,Brooklyn,4.45,16,12.27,3.7,15.97,Debit Card,Electric,4.64,Completed,2025-11-17 17:03:14.642299
d831c788,DRV-9527,4,Miami,Brickell,Coral Gables,6.44,25,22.56,8.96,31.52,Debit Card,Electric,4.73,Cancelled,2025-11-17 17:03:13.025796
cf8e9862,DRV-6570,2,Miami,Brickell,Wynwood,2.2,8,10.13,5.89,16.02,Credit Card,Electric,4.51,Cancelled,2025-11-17 17:03:12.274037
d5389927,DRV-5429,2,Chicago,O'Hare Airport,Navy Pier,11.28,31,79.83,6.77,86.6,Corporate Account,Economy,4.77,In Progress,2025-11-17 17:03:11.143086
9de46e52,DRV-4723,4,San Francisco,SFO Airport,Downtown,13.6,60,36.47,0.0,36.47,Debit Card,Premium,4.72,In Progress,2025-11-17 17:03:09.701743
1a0333ae,DRV-3050,3,Miami,Coral Gables,Downtown,31.06,109,76.63,6.27,82.9,Credit Card,Premium,4.85,In Progress,2025-11-17 17:03:08.262614
d654ed5f,DRV-9900,4,San Francisco,Mission District,Marina,30.45,119,149.57,7.82,157.39,Credit Card,Premium,4.94,Completed,2025-11-17 17:03:07.597061
74150ee7,DRV-1024,2,Chicago,Navy Pier,Lincoln Park,2.11,5,10.57,4.63,15.2,Digital Wallet,SUV,4.52,Cancelled,2025-11-17 17:03:06.391343
0019f95b,DRV-7154,1,New York,Staten Island,Manhattan,20.69,84,104.88,9.72,114.6,Cash,Premium,4.7,In Progress,2025-11-17 17:03:05.204104
94648414,DRV-4794,2,Los Angeles,LAX Airport,Hollywood,3.62,10,11.97,3.3,15.27,Digital Wallet,Economy,4.88,Cancelled,2025-11-17 17:03:04.611584
7d144e47,DRV-9417,2,Chicago,Lincoln Park,Loop,30.24,126,88.92,4.48,93.4,Corporate Account,Economy,4.93,Completed,2025-11-17 17:03:04.008622
8eb8bc8e,DRV-8878,2,New York,Brooklyn,JFK Airport,5.82,23,15.0,0.0,15.0,Cash,SUV,4.55,Cancelled,2025-11-17 17:03:02.606125
f54cf70f,DRV-3238,4,New York,LaGuardia Airport,Bronx,20.4,71,47.87,8.59,56.46,Credit Card,SUV,4.7,Completed,2025-11-17 17:03:01.892040
80db0440,DRV-2040,3,San Francisco,Mission District,Fisherman's Wharf,22.76,92,41.17,8.87,50.04,Corporate Account,Electric,4.93,Cancelled,2025-11-17 17:03:00.288322
5fabc867,DRV-8396,4,New York,LaGuardia Airport,Brooklyn,27.59,88,66.43,5.86,72.29,Digital Wallet,Premium,4.65,Cancelled,2025-11-17 17:02:58.341889
a226566d,DRV-3780,1,Miami,Wynwood,Brickell,17.03,54,51.27,2.97,54.24,Credit Card,Economy,4.89,Cancelled,2025-11-17 17:02:57.770783
1d7c085b,DRV-1457,3,San Francisco,Financial District,Downtown,18.75,75,47.84,3.06,50.9,Debit Card,Electric,4.97,Cancelled,2025-11-17 17:02:55.950929
a8098500,DRV-9390,3,San Francisco,Downtown,Fisherman's Wharf,3.61,14,24.19,4.19,28.38,Digital Wallet,Comfort,4.69,In Progress,2025-11-17 17:02:54.602501
990e1e1a,DRV-5027,3,Chicago,O'Hare Airport,Loop,20.35,85,62.02,8.57,70.59,Debit Card,Comfort,4.75,Completed,2025-11-17 17:02:53.001298
33a081c3,DRV-6097,4,Los Angeles,Downtown,Beverly Hills,2.54,7,8.99,2.02,11.01,Digital Wallet,Premium,4.93,Cancelled,2025-11-17 17:02:52.314756
bc754cfa,DRV-2570,4,Miami,Coral Gables,MIA Airport,34.02,100,164.12,9.81,173.93,Corporate Account,Premium,4.5,Cancelled,2025-11-17 17:02:51.630113
a8f8be58,DRV-7982,2,San Francisco,SFO Airport,Downtown,3.38,11,10.12,7.78,17.9,Cash,Economy,4.62,Cancelled,2025-11-17 17:02:50.062688
62bcc5b9,DRV-8541,1,Miami,Downtown,Wynwood,24.2,108,142.48,7.33,149.81,Cash,Comfort,4.89,Cancelled,2025-11-17 17:02:48.343492
aca66ed0,DRV-4567,4,Chicago,Loop,Lincoln Park,5.69,20,18.28,0.0,18.28,Cash,Comfort,4.7,Cancelled,2025-11-17 17:02:46.359155
1af57065,DRV-6263,2,Miami,Coral Gables,South Beach,3.2,11,14.34,0.0,14.34,Corporate Account,Premium,4.95,In Progress,2025-11-17 17:02:45.405659
42df4eb4,DRV-3737,3,Chicago,Loop,Lincoln Park,33.6,94,75.32,0.0,75.32,Corporate Account,Economy,4.7,Completed,2025-11-17 17:02:43.609299
a0941a4b,DRV-1020,4,Chicago,Loop,Lincoln Park,33.63,120,182.76,0.0,182.76,Cash,Premium,4.67,Cancelled,2025-11-17 17:02:43.017515
a160a64f,DRV-7820,1,Los Angeles,LAX Airport,Downtown,29.43,83,87.96,2.97,90.93,Credit Card,Premium,4.77,In Progress,2025-11-17 17:02:41.379167
8d612e94,DRV-1835,1,Chicago,River North,O'Hare Airport,10.06,41,23.98,0.0,23.98,Credit Card,SUV,4.61,Completed,2025-11-17 17:02:40.719774
c9e94bd6,DRV-5046,1,Miami,MIA Airport,Brickell,30.99,123,65.43,4.63,70.06,Digital Wallet,Electric,4.7,Cancelled,2025-11-17 17:02:39.009717
db737d26,DRV-9365,4,San Francisco,Fisherman's Wharf,SFO Airport,10.86,47,78.29,6.17,84.46,Digital Wallet,Economy,4.67,In Progress,2025-11-17 17:02:37.431319
c1c0a65e,DRV-3832,4,San Francisco,Mission District,SFO Airport,6.45,21,20.65,8.07,28.72,Debit Card,SUV,4.53,Cancelled,2025-11-17 17:02:35.606797
4b2097c6,DRV-8475,2,San Francisco,SFO Airport,Marina,33.38,142,98.77,3.27,102.04,Digital Wallet,SUV,4.73,Cancelled,2025-11-17 17:02:34.076545
1545d0e9,DRV-4348,3,Chicago,O'Hare Airport,Navy Pier,3.62,12,12.27,6.76,19.03,Debit Card,Economy,4.96,In Progress,2025-11-17 17:02:32.142863
23ac1841,DRV-9299,1,Miami,MIA Airport,Downtown,2.87,11,10.6,9.88,20.48,Corporate Account,Comfort,4.73,Cancelled,2025-11-17 17:02:31.207131
9c6d0f5a,DRV-6286,4,Chicago,Wicker Park,O'Hare Airport,13.32,42,75.79,2.46,78.25,Digital Wallet,Premium,4.55,Cancelled,2025-11-17 17:02:29.244488
c53c4506,DRV-2741,4,Chicago,O'Hare Airport,Lincoln Park,20.49,78,40.82,0.0,40.82,Cash,SUV,4.95,In Progress,2025-11-17 17:02:28.475112
dd1459d8,DRV-2718,2,Miami,South Beach,MIA Airport,24.28,72,72.51,7.71,80.22,Digital Wallet,Premium,4.77,Completed,2025-11-17 17:02:27.689105
a22147df,DRV-8761,3,Miami,Brickell,South Beach,6.42,19,23.67,4.29,27.96,Cash,Comfort,4.5,Completed,2025-11-17 17:02:26.805187
3c5b5518,DRV-1986,1,San Francisco,Fisherman's Wharf,Financial District,25.31,104,43.36,0.0,43.36,Digital Wallet,Comfort,4.83,Completed,2025-11-17 17:02:25.687984
05e42435,DRV-1454,1,Chicago,Navy Pier,River North,33.0,88,85.56,4.06,89.62,Cash,Premium,4.54,In Progress,2025-11-17 17:02:24.672292
a28d374f,DRV-3303,1,San Francisco,Marina,Mission District,28.91,96,48.55,9.14,57.69,Corporate Account,Electric,4.93,Cancelled,2025-11-17 17:02:23.750926
fbbcf382,DRV-8229,2,Miami,South Beach,Wynwood,25.53,111,58.28,0.0,58.28,Corporate Account,Premium,4.72,In Progress,2025-11-17 17:02:22.226762
bf8c403d,DRV-4916,2,New York,Staten Island,LaGuardia Airport,33.31,148,91.62,6.54,98.16,Corporate Account,Premium,4.63,Completed,2025-11-17 17:02:20.574106
d2a09ff0,DRV-7620,4,New York,Manhattan,LaGuardia Airport,20.0,54,44.82,6.1,50.92,Debit Card,SUV,4.75,Completed,2025-11-17 17:02:19.579749
79d2da25,DRV-6591,2,Chicago,Navy Pier,Wicker Park,10.86,44,31.59,8.15,39.74,Debit Card,Premium,4.5,Completed,2025-11-17 17:02:18.942670
0976d854,DRV-8756,3,New York,Bronx,Staten Island,21.77,89,56.43,4.04,60.47,Digital Wallet,SUV,4.5,In Progress,2025-11-17 17:02:18.245786
a0593b33,DRV-8905,3,San Francisco,Fisherman's Wharf,Financial District,23.84,88,58.72,0.0,58.72,Corporate Account,Premium,4.7,Cancelled,2025-11-17 17:02:17.492649
34a7c739,DRV-9195,3,Los Angeles,LAX Airport,Santa Monica,12.52,32,40.26,5.89,46.15,Credit Card,SUV,4.65,Cancelled,2025-11-17 17:02:15.925267
386773d3,DRV-9115,1,Miami,Brickell,Wynwood,10.7,34,29.38,4.36,33.74,Cash,SUV,4.71,Cancelled,2025-11-17 17:02:14.902811
2e1f51b7,DRV-9896,4,Los Angeles,Santa Monica,Beverly Hills,8.59,37,19.85,0.0,19.85,Corporate Account,Premium,4.66,Cancelled,2025-11-17 17:02:13.421950
50f1e575,DRV-7144,4,Chicago,Lincoln Park,Navy Pier,24.63,82,57.43,8.71,66.14,Corporate Account,Electric,4.59,Cancelled,2025-11-17 17:02:11.985064
d405d348,DRV-8073,4,New York,Manhattan,LaGuardia Airport,20.35,84,55.28,7.4,62.68,Cash,Comfort,4.61,Completed,2025-11-17 17:02:10.756214
9944bbfc,DRV-4912,1,New York,Staten Island,Queens,6.53,24,17.32,0.0,17.32,Credit Card,Premium,4.74,Cancelled,2025-11-17 17:02:09.647732
fd4b7736,DRV-4460,2,Miami,Wynwood,Coral Gables,13.64,41,42.86,5.22,48.08,Debit Card,Electric,4.66,Cancelled,2025-11-17 17:02:07.804564
678a1899,DRV-3219,4,Miami,Downtown,MIA Airport,13.24,55,28.17,0.0,28.17,Digital Wallet,SUV,4.89,Completed,2025-11-17 17:02:05.992295
81d660c8,DRV-1273,1,San Francisco,Marina,Financial District,22.39,78,134.79,3.05,137.84,Corporate Account,Premium,4.95,In Progress,2025-11-17 17:02:04.136153
6cb138b8,DRV-1462,1,Miami,Coral Gables,Wynwood,14.01,62,33.03,4.24,37.27,Digital Wallet,Economy,4.94,In Progress,2025-11-17 17:02:02.471262
0c05c224,DRV-8470,1,Miami,South Beach,Coral Gables,32.36,116,97.98,0.0,97.98,Debit Card,Electric,4.95,Cancelled,2025-11-17 17:02:01.006813
7c664c5f,DRV-1084,1,New York,Bronx,Brooklyn,20.7,71,39.59,0.0,39.59,Cash,SUV,4.67,In Progress,2025-11-17 17:02:00.272991
d4d880fd,DRV-3933,2,New York,LaGuardia Airport,Staten Island,23.02,79,53.48,5.67,59.15,Debit Card,Electric,4.75,Completed,2025-11-17 17:01:59.463199
d3976d1d,DRV-4080,2,New York,LaGuardia Airport,Manhattan,12.82,43,40.62,0.0,40.62,Corporate Account,Comfort,4.71,In Progress,2025-11-17 17:01:57.949240
3279bbc8,DRV-4299,3,Miami,South Beach,Brickell,3.53,10,15.58,5.79,21.37,Cash,Economy,4.87,Completed,2025-11-17 17:01:57.031267
2de9e2bd,DRV-4843,4,New York,Queens,Staten Island,4.12,15,12.73,3.56,16.29,Corporate Account,Electric,4.68,In Progress,2025-11-17 17:01:55.043407
f0a35435,DRV-7417,2,San Francisco,Mission District,Fisherman's Wharf,17.77,63,34.83,4.18,39.01,Cash,SUV,4.73,In Progress,2025-11-17 17:01:53.886287
a96f7dec,DRV-5821,2,New York,Bronx,Staten Island,31.78,83,60.72,9.27,69.99,Cash,Electric,4.61,Cancelled,2025-11-17 17:01:53.298081
1241fbcd,DRV-1965,2,Miami,Downtown,MIA Airport,25.04,96,73.53,0.0,73.53,Cash,SUV,4.8,Cancelled,2025-11-17 17:01:51.520101
321e80c7,DRV-1657,2,New York,LaGuardia Airport,Bronx,27.82,108,70.1,6.99,77.09,Cash,Electric,4.83,In Progress,2025-11-17 17:01:50.127577
b98f1c2d,DRV-1434,1,Chicago,Loop,River North,12.03,51,84.68,9.44,94.12,Digital Wallet,Premium,4.8,Completed,2025-11-17 17:01:49.418758
334138c6,DRV-5661,4,San Francisco,Marina,Fisherman's Wharf,11.73,47,44.5,0.0,44.5,Debit Card,Premium,4.63,In Progress,2025-11-17 17:01:48.903684
1a381fac,DRV-8499,2,Miami,Brickell,South Beach,8.99,32,28.34,4.93,33.27,Credit Card,Economy,4.95,Completed,2025-11-17 17:01:47.631259
253914bd,DRV-6393,4,Miami,South Beach,Downtown,5.14,19,18.67,0.0,18.67,Credit Card,Premium,4.56,Completed,2025-11-17 17:01:46.642672
e295ff95,DRV-2925,3,Miami,Wynwood,South Beach,6.31,19,19.58,3.9,23.48,Credit Card,Comfort,4.96,In Progress,2025-11-17 17:01:46.039787
ac23f2fe,DRV-2838,1,San Francisco,Marina,Downtown,7.13,21,20.38,7.95,28.33,Corporate Account,Electric,4.55,In Progress,2025-11-17 17:01:45.272676
ce67b8f6,DRV-5758,3,New York,Manhattan,Queens,17.48,70,42.95,2.16,45.11,Digital Wallet,Economy,4.86,In Progress,2025-11-17 17:01:43.476470
c65f7243,DRV-2572,2,San Francisco,Mission District,SFO Airport,14.24,35,31.09,4.08,35.17,Credit Card,Comfort,4.65,Cancelled,2025-11-17 17:01:41.581956
e91fa13c,DRV-1069,1,New York,Manhattan,Bronx,13.65,55,30.93,0.0,30.93,Digital Wallet,Economy,4.54,In Progress,2025-11-17 17:01:40.076824
7a45601a,DRV-2988,1,Los Angeles,Downtown,Hollywood,9.34,40,20.99,0.0,20.99,Credit Card,Premium,4.88,In Progress,2025-11-17 17:01:38.105135
d11e402e,DRV-6158,2,Miami,Downtown,South Beach,16.99,66,103.71,5.06,108.77,Corporate Account,Comfort,4.98,In Progress,2025-11-17 17:01:36.929800
108c8962,DRV-2918,3,Chicago,Lincoln Park,Loop,3.33,12,12.88,6.87,19.75,Corporate Account,Premium,4.62,Completed,2025-11-17 17:01:35.048722
64dbd088,DRV-3130,2,San Francisco,Financial District,Marina,4.89,21,21.22,7.84,29.06,Corporate Account,SUV,4.81,Cancelled,2025-11-17 17:01:34.194152
867fb686,DRV-2708,4,New York,Staten Island,LaGuardia Airport,32.51,138,131.08,0.0,131.08,Corporate Account,Electric,4.52,Completed,2025-11-17 17:01:33.450596
a7fb3632,DRV-2753,3,San Francisco,Financial District,Downtown,17.79,66,37.93,6.65,44.58,Cash,Comfort,4.73,Completed,2025-11-17 17:01:31.632399
9fd7bde3,DRV-4649,4,Chicago,Loop,Navy Pier,34.84,106,96.12,8.96,105.08,Corporate Account,Economy,4.78,Cancelled,2025-11-17 17:01:30.957529
269969aa,DRV-6777,4,Miami,Downtown,Wynwood,6.36,24,23.31,2.61,25.92,Corporate Account,Electric,4.89,Completed,2025-11-17 17:01:29.047625
1ad41aca,DRV-9097,3,Miami,South Beach,Coral Gables,16.17,54,41.02,0.0,41.02,Debit Card,Premium,4.71,In Progress,2025-11-17 17:01:28.281728
104309c1,DRV-6097,1,Los Angeles,Hollywood,Santa Monica,25.43,80,50.75,2.54,53.29,Debit Card,Electric,4.98,Cancelled,2025-11-17 17:01:27.453629
8f18c236,DRV-6489,1,Miami,MIA Airport,Coral Gables,30.92,85,155.41,4.73,160.14,Digital Wallet,Comfort,4.6,Cancelled,2025-11-17 17:01:26.664837
be8fa19b,DRV-2307,2,Miami,South Beach,Wynwood,18.41,76,65.92,0.0,65.92,Credit Card,SUV,4.75,In Progress,2025-11-17 17:01:24.769494
4b5a0a39,DRV-1639,3,San Francisco,Downtown,SFO Airport,28.86,100,88.34,7.18,95.52,Cash,Premium,4.62,In Progress,2025-11-17 17:01:23.405669
a21147bb,DRV-7664,2,Miami,Wynwood,South Beach,4.75,13,45.54,9.75,55.29,Debit Card,Economy,4.92,Completed,2025-11-17 17:01:21.591271
fb56263a,DRV-9525,2,San Francisco,Downtown,Marina,2.08,6,18.57,0.0,18.57,Corporate Account,Economy,4.75,In Progress,2025-11-17 17:01:19.895910
e647434d,DRV-5058,2,Miami,Downtown,South Beach,34.21,124,82.21,0.0,82.21,Debit Card,Economy,4.58,Cancelled,2025-11-17 17:01:18.740253
703bb35c,DRV-7831,3,San Francisco,Downtown,Fisherman's Wharf,32.61,118,75.32,0.0,75.32,Cash,SUV,4.81,Cancelled,2025-11-17 17:01:17.873846
baa0507c,DRV-4137,2,Miami,Downtown,Wynwood,4.31,18,28.3,5.83,34.13,Digital Wallet,Economy,4.62,Completed,2025-11-17 17:01:16.183042
085d3e79,DRV-2419,3,Los Angeles,Santa Monica,Hollywood,4.76,12,17.08,7.65,24.73,Cash,Electric,4.66,Cancelled,2025-11-17 17:01:15.368820
3458b40f,DRV-2213,4,Chicago,Loop,River North,12.04,41,65.87,4.97,70.84,Cash,SUV,4.85,Completed,2025-11-17 17:01:14.296865
968cbeeb,DRV-3900,2,Los Angeles,Beverly Hills,Hollywood,8.18,20,23.69,0.0,23.69,Corporate Account,Economy,5.0,In Progress,2025-11-17 17:01:12.570682
a344ceb3,DRV-6756,4,New York,Manhattan,Brooklyn,4.08,12,32.1,8.18,40.28,Digital Wallet,Premium,4.82,Cancelled,2025-11-17 17:01:11.388523
b5a63dff,DRV-9271,1,Chicago,O'Hare Airport,Wicker Park,16.45,67,72.18,0.0,72.18,Cash,Comfort,4.58,Completed,2025-11-17 17:01:10.392751
1b12b9a2,DRV-9614,1,New York,Brooklyn,Staten Island,22.51,57,55.39,9.28,64.67,Debit Card,Economy,4.76,Completed,2025-11-17 17:01:08.585259
d765ffef,DRV-1962,4,New York,Bronx,Queens,8.02,32,24.1,8.7,32.8,Corporate Account,Electric,4.55,Completed,2025-11-17 17:01:08.031683
b7f5e206,DRV-4595,1,Miami,South Beach,Brickell,5.99,16,18.58,4.59,23.17,Credit Card,Electric,4.94,Completed,2025-11-17 17:01:07.098731
e5458b4d,DRV-5911,4,San Francisco,Marina,Downtown,28.54,104,64.04,8.15,72.19,Cash,SUV,4.6,In Progress,2025-11-17 17:01:05.809291
fdbcd12a,DRV-8310,1,San Francisco,Financial District,Mission District,27.3,119,66.54,4.4,70.94,Digital Wallet,Economy,4.97,Completed,2025-11-17 17:01:03.963569
